F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,Emotion_Code,Intensity_Code,Emotion
34.494976,0.124762096,30.17081,34.886486,37.726852,7.5560417,32.260185,26.893661,54.480705,63.495735,0.13006155,1.1992791,0.0012854467,0.05233951,0.23969047,0.23840502,4.081696,2.75418,2.7104132,1.5957421,0.04447991,1.486329,14.358605,1.245045,6.7718716,1.7273525,5.918639,2.1099226,-2.1082852,-6.2295322,0.029485613,2.1854334,1.1518233,0.7761641,7.5645056,0.57381207,7.45336,1.2477672,24.733644,0.38147625,641.3189,0.34581468,1174.8114,0.24415682,-133.46313,-0.6628006,1737.1848,0.19377908,874.6496,0.55053353,-132.73285,-0.6310777,2754.9238,0.1281767,790.6394,0.445503,-134.61047,-0.6037816,-15.942718,-0.70769924,24.305676,0.49526173,0.1052911,0.32034266,-0.024146128,-0.62121505,0.10344348,0.7099268,29.713364,0.5763038,7.670969,2.1186843,7.9313498,2.0747514,-8.269278,-2.0085437,-5.5254693,12.800388,0.098952614,0.0092395395,0.012501205,2.5906737,1.5748031,0.23333333,0.08768631,0.3783333,0.44491258,-45.41485,4,1,calm
31.995468,0.088202275,30.05684,32.17728,34.7697,4.712858,139.51976,86.87897,16.815968,5.9462776,0.12492573,1.2651249,0.0041978043,0.0254918,0.24203467,0.23783687,4.3155026,2.4696414,2.817556,1.4093744,0.04442704,1.4869003,14.129511,1.3868256,7.2048783,1.5868509,4.5258517,2.7470584,-1.1879901,-10.356634,0.020422999,1.5713319,1.1578763,0.7523979,6.6079054,0.59864163,4.8371677,1.8266042,26.31287,0.4336616,535.20593,0.33961454,1267.6472,0.23510037,-136.30453,-0.6505607,1625.8203,0.2062201,857.89154,0.4374326,-139.11937,-0.59292054,2672.4531,0.13869119,880.25476,0.52785474,-140.72699,-0.5695158,-16.068756,-0.6422528,25.620869,0.46898198,0.11732359,0.2643493,-0.024744375,-0.49837324,0.110312514,0.6477138,32.670265,0.4764963,8.617649,1.9229921,6.7390122,2.8454404,-9.908481,-1.4655442,-3.8795388,12.009755,0.09709213,0.011253596,0.0138516845,2.688172,1.6348774,0.20333333,0.106249176,0.33142856,0.4192997,-46.335342,1,1,neutral
34.1648,0.0698237,31.845743,34.16837,36.486015,4.640272,54.300045,45.893784,21.069437,10.0403,0.13945775,1.313969,0.0041198935,0.012342374,0.2919944,0.2878745,4.4108906,3.593141,3.8200073,2.7984016,0.04882823,1.5502069,12.033674,1.5819035,6.9171014,1.8727862,4.8357553,2.3749373,-0.21433721,-61.047558,0.019904211,0.9216427,1.1027774,0.70633817,7.406595,0.46578145,4.9758916,1.8203857,25.176886,0.36995178,563.17163,0.32531264,1250.4539,0.16025655,-138.57317,-0.6487142,1621.1968,0.16527058,788.20966,0.47143796,-138.51106,-0.6100456,2647.7954,0.123468935,922.9175,0.59087193,-140.52368,-0.5807337,-14.05706,-0.63835204,22.609348,0.52993345,0.13063714,0.19443701,-0.023707671,-0.46415454,0.12821957,0.58977693,31.217297,0.5755093,3.7673702,4.3525,6.6660957,2.5130048,-10.132863,-1.501471,-3.9191034,10.958004,0.08696478,0.010305098,0.010726184,2.0648968,1.1976048,0.2775,0.16482946,0.42799997,0.4402454,-44.9521,3,1,sad
35.457584,0.10255248,34.248722,35.970337,38.303333,4.054611,97.59684,93.39634,46.457733,35.207954,0.17897238,1.1718738,0.0099409465,0.098565504,0.32257643,0.31263548,5.9325147,4.4219875,3.8617353,1.8421267,0.073774606,1.5720896,11.375008,1.5948952,-1.702095,-6.834712,6.0294046,2.0701976,-5.1943364,-2.4867196,0.03457481,2.1919136,1.4802519,0.63682705,7.089019,0.5698571,6.568795,1.8072898,21.260168,0.44849992,500.41553,0.45049164,1141.5598,0.25474027,-143.7083,-0.60898656,1548.8206,0.18597434,929.0316,0.5059416,-135.50789,-0.63454443,2534.9077,0.14045617,807.4296,0.54123294,-136.78633,-0.6152169,-13.19702,-0.5548481,22.14161,0.37404534,0.13146833,0.2211497,-0.019368043,-0.50555694,0.18257983,0.7508476,29.407824,0.4476406,-2.4514558,-5.656926,7.4744344,2.3914404,-11.687696,-1.1900111,1.1264677,5.009423,0.11241443,0.0032805123,0.017141603,2.9569893,1.3623979,0.252,0.129213,0.45799997,0.46675047,-42.980415,3,2,very sad
32.324963,0.08361556,30.021278,32.508797,35.005764,4.9844856,28.163721,20.490496,16.686302,6.632361,0.15772668,1.3761162,0.0026291804,0.03611187,0.25305417,0.25042498,3.4962888,1.475108,3.2752712,1.9435141,0.05000489,1.6166174,12.154689,1.6822926,8.200792,1.78279,5.9490747,2.0655816,-1.0558926,-13.6439295,0.013487877,0.77224904,0.98296887,0.6966382,7.221097,0.5035846,5.4191236,1.5963305,27.39583,0.43286029,578.6509,0.31047758,1201.0028,0.1908516,-127.776024,-0.72030395,1666.6449,0.1837024,805.33923,0.5242724,-132.59677,-0.63979805,2785.0994,0.11477299,826.0932,0.547035,-134.89847,-0.60654855,-16.162971,-0.68920857,23.642227,0.5589652,0.11986083,0.233546,-0.025050716,-0.5563359,0.121110424,0.7706196,30.68894,0.57064956,8.483874,2.2426195,9.732908,1.5529993,-12.191263,-1.319276,-2.2288113,9.531987,0.100094095,0.01180649,0.010179508,1.9125683,1.1080333,0.32999998,0.24300204,0.44,0.41046312,-43.539703,4,1,calm
33.84249,0.10428249,31.463531,34.256622,37.385017,5.921486,14.561276,6.08463,23.894062,9.960814,0.19065318,1.310988,0.009079159,0.028722769,0.3543034,0.34522423,4.241722,3.2898076,4.067505,3.245978,0.073093235,1.5428134,13.673592,1.2904775,7.23499,1.989327,2.7318668,4.841611,-2.8631299,-5.4655857,0.016943917,1.0501323,1.2606021,0.80523884,6.1050158,0.74834126,3.9756136,2.3454027,21.802359,0.50619805,554.8418,0.36490676,1219.1742,0.2320737,-128.18497,-0.7286395,1632.8215,0.1731709,908.66846,0.46076086,-127.543045,-0.6926587,2669.9565,0.112979576,943.4667,0.4510933,-129.4109,-0.66454595,-13.329209,-0.60009885,22.538834,0.47999138,0.118662894,0.29561728,-0.024147427,-0.49029002,0.17145608,0.7168608,28.69092,0.5482505,1.1448705,15.250992,4.318645,4.5304585,-11.567669,-1.541623,-5.594083,12.782438,0.07840419,0.004385785,0.009888102,2.2284124,0.84745765,0.46666667,0.37508515,0.5175,0.41918817,-42.23757,1,1,neutral
34.363308,0.06320754,32.497562,34.354958,36.267735,3.770172,111.3351,120.43702,8.082527,7.6059394,0.19610994,1.2627052,0.0042423992,0.060260646,0.3689803,0.3647379,6.160222,5.6370277,4.171143,2.6631646,0.06856549,1.488532,14.342366,1.2679394,4.4190593,2.9048698,5.74092,2.2757204,0.39006183,39.97918,0.012656122,0.9512924,0.9876515,0.8364842,9.029463,0.3483922,6.7901697,1.0316097,23.685295,0.47777602,588.2728,0.3591921,1254.5193,0.24838431,-128.6261,-0.71429044,1655.0488,0.1813986,1002.77905,0.45885298,-131.37585,-0.6552533,2660.1106,0.13929088,896.841,0.5219877,-133.22548,-0.62693435,-14.712037,-0.7065262,23.386667,0.5197139,0.11614202,0.29811224,-0.020802194,-0.67996764,0.15975766,0.70822644,31.023043,0.5105158,3.3930745,5.390765,5.8094716,3.0531664,-8.466816,-2.2817466,-3.3080246,12.054764,0.07394666,0.007835982,0.013390379,2.2959185,1.2919897,0.29,0.18504053,0.385,0.44443786,-41.46375,4,2,calm
35.337967,0.08871389,33.189213,34.666153,38.734364,5.5451508,170.06287,155.15543,19.332443,8.238529,0.25787166,1.3855102,0.0027756458,0.019962512,0.56740683,0.56463116,8.415623,4.9967327,7.012834,3.347568,0.112614796,1.691957,10.137153,1.609279,0.45164287,30.319786,4.618275,3.015878,-3.221018,-5.2606363,0.017580977,1.0258353,1.1508634,0.6362501,6.998484,0.53018034,5.868839,1.9998492,16.400091,0.61584246,550.66675,0.43666235,1126.9602,0.22924082,-137.72472,-0.65672547,1616.8514,0.18136702,886.1872,0.43509418,-130.53368,-0.6770196,2639.4644,0.12326953,809.86847,0.81991327,-131.346,-0.66405886,-8.733858,-0.88702625,17.331,0.4916152,0.120056085,0.2737092,-0.018185783,-0.75783604,0.28457272,0.7743969,23.87581,0.62724334,-6.05874,-3.0670922,8.487447,2.4348276,-16.297987,-1.1126617,-2.0417187,9.723838,0.0982667,0.013329524,0.015130862,2.1680217,1.0989012,0.3375,0.24314348,0.5475,0.48863968,-38.544315,2,1,happy
37.936188,0.08961405,34.234783,38.37253,40.492416,6.257633,58.792362,56.626698,31.912231,13.601647,0.411234,1.2989162,0.010052857,0.037043083,0.8790405,0.8689876,11.336334,7.3345113,7.1497593,4.130938,0.22615226,1.5163196,9.369084,1.6434509,2.721755,5.5753255,3.0922515,4.1144357,-7.317448,-2.8201356,0.014250036,0.8558076,1.105809,0.5571537,7.2212596,0.53335994,8.699741,1.245428,14.959786,0.6081554,551.9754,0.44063073,1177.3588,0.22885875,-145.74652,-0.5904904,1686.6925,0.17299421,701.575,0.41611505,-126.53285,-0.70471567,2704.1174,0.11453955,919.2492,0.66327274,-126.229,-0.7075692,-10.346982,-0.7253866,16.861471,0.48926318,0.11262312,0.30211228,-0.021299096,-0.5946309,0.5456068,0.63948816,19.724272,0.7449696,-6.234151,-2.8972216,4.1004133,4.319052,-21.72924,-1.1428169,-4.193537,11.721909,0.09637436,0.007101808,0.016400374,2.1276596,0.8086254,0.4933333,0.45433712,0.53999996,0.43743572,-32.883835,2,2,very happy
38.034855,0.07539727,36.35839,37.752266,40.36796,4.009571,305.2117,477.89774,20.348862,18.900105,0.19528444,1.313423,0.010649937,0.043535054,0.38154158,0.37089163,5.292092,3.2323072,3.6670346,2.1701064,0.082902424,1.5616995,13.38654,1.2498586,5.2087164,2.7729714,2.916358,3.9220812,-6.1079044,-2.6199644,0.024076514,1.137816,1.2262626,0.8666819,7.7472196,0.5819966,8.506682,1.2207192,20.2994,0.49783212,511.66357,0.42049745,1256.105,0.24186523,-156.26215,-0.5104575,1555.0552,0.18983456,900.22974,0.42278287,-138.16566,-0.61229527,2582.7861,0.11499312,870.2605,0.49695063,-139.89658,-0.58713955,-12.8369465,-0.65011644,21.746965,0.42663363,0.12275463,0.25590843,-0.021083098,-0.51918596,0.21721302,0.6536211,27.795761,0.4790546,-6.2163754,-2.5415688,3.332596,4.721835,-17.012836,-1.1172874,-5.69624,12.398712,0.08588633,-0.004034081,0.014043101,2.3316064,1.0498688,0.31,0.15652476,0.48799998,0.39916912,-41.0193,3,2,very sad
