F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,Emotion_Code,Intensity_Code,Emotion
33.84249,0.10428249,31.463531,34.256622,37.385017,5.921486,14.561276,6.08463,23.894062,9.960814,0.19065318,1.310988,0.009079159,0.028722769,0.3543034,0.34522423,4.241722,3.2898076,4.067505,3.245978,0.073093235,1.5428134,13.673592,1.2904775,7.23499,1.989327,2.7318668,4.841611,-2.8631299,-5.4655857,0.016943917,1.0501323,1.2606021,0.80523884,6.1050158,0.74834126,3.9756136,2.3454027,21.802359,0.50619805,554.8418,0.36490676,1219.1742,0.2320737,-128.18497,-0.7286395,1632.8215,0.1731709,908.66846,0.46076086,-127.543045,-0.6926587,2669.9565,0.112979576,943.4667,0.4510933,-129.4109,-0.66454595,-13.329209,-0.60009885,22.538834,0.47999138,0.118662894,0.29561728,-0.024147427,-0.49029002,0.17145608,0.7168608,28.69092,0.5482505,1.1448705,15.250992,4.318645,4.5304585,-11.567669,-1.541623,-5.594083,12.782438,0.07840419,0.004385785,0.009888102,2.2284124,0.84745765,0.46666667,0.37508515,0.5175,0.41918817,-42.23757,1,1,neutral
35.337967,0.08871389,33.189213,34.666153,38.734364,5.5451508,170.06287,155.15543,19.332443,8.238529,0.25787166,1.3855102,0.0027756458,0.019962512,0.56740683,0.56463116,8.415623,4.9967327,7.012834,3.347568,0.112614796,1.691957,10.137153,1.609279,0.45164287,30.319786,4.618275,3.015878,-3.221018,-5.2606363,0.017580977,1.0258353,1.1508634,0.6362501,6.998484,0.53018034,5.868839,1.9998492,16.400091,0.61584246,550.66675,0.43666235,1126.9602,0.22924082,-137.72472,-0.65672547,1616.8514,0.18136702,886.1872,0.43509418,-130.53368,-0.6770196,2639.4644,0.12326953,809.86847,0.81991327,-131.346,-0.66405886,-8.733858,-0.88702625,17.331,0.4916152,0.120056085,0.2737092,-0.018185783,-0.75783604,0.28457272,0.7743969,23.87581,0.62724334,-6.05874,-3.0670922,8.487447,2.4348276,-16.297987,-1.1126617,-2.0417187,9.723838,0.0982667,0.013329524,0.015130862,2.1680217,1.0989012,0.3375,0.24314348,0.5475,0.48863968,-38.544315,2,1,happy
37.936188,0.08961405,34.234783,38.37253,40.492416,6.257633,58.792362,56.626698,31.912231,13.601647,0.411234,1.2989162,0.010052857,0.037043083,0.8790405,0.8689876,11.336334,7.3345113,7.1497593,4.130938,0.22615226,1.5163196,9.369084,1.6434509,2.721755,5.5753255,3.0922515,4.1144357,-7.317448,-2.8201356,0.014250036,0.8558076,1.105809,0.5571537,7.2212596,0.53335994,8.699741,1.245428,14.959786,0.6081554,551.9754,0.44063073,1177.3588,0.22885875,-145.74652,-0.5904904,1686.6925,0.17299421,701.575,0.41611505,-126.53285,-0.70471567,2704.1174,0.11453955,919.2492,0.66327274,-126.229,-0.7075692,-10.346982,-0.7253866,16.861471,0.48926318,0.11262312,0.30211228,-0.021299096,-0.5946309,0.5456068,0.63948816,19.724272,0.7449696,-6.234151,-2.8972216,4.1004133,4.319052,-21.72924,-1.1428169,-4.193537,11.721909,0.09637436,0.007101808,0.016400374,2.1276596,0.8086254,0.4933333,0.45433712,0.53999996,0.43743572,-32.883835,2,2,very happy
38.034855,0.07539727,36.35839,37.752266,40.36796,4.009571,305.2117,477.89774,20.348862,18.900105,0.19528444,1.313423,0.010649937,0.043535054,0.38154158,0.37089163,5.292092,3.2323072,3.6670346,2.1701064,0.082902424,1.5616995,13.38654,1.2498586,5.2087164,2.7729714,2.916358,3.9220812,-6.1079044,-2.6199644,0.024076514,1.137816,1.2262626,0.8666819,7.7472196,0.5819966,8.506682,1.2207192,20.2994,0.49783212,511.66357,0.42049745,1256.105,0.24186523,-156.26215,-0.5104575,1555.0552,0.18983456,900.22974,0.42278287,-138.16566,-0.61229527,2582.7861,0.11499312,870.2605,0.49695063,-139.89658,-0.58713955,-12.8369465,-0.65011644,21.746965,0.42663363,0.12275463,0.25590843,-0.021083098,-0.51918596,0.21721302,0.6536211,27.795761,0.4790546,-6.2163754,-2.5415688,3.332596,4.721835,-17.012836,-1.1172874,-5.69624,12.398712,0.08588633,-0.004034081,0.014043101,2.3316064,1.0498688,0.31,0.15652476,0.48799998,0.39916912,-41.0193,3,2,very sad
35.621548,0.07459708,33.31551,36.3351,37.691223,4.3757133,279.76382,437.07324,63.363144,67.4614,0.1304686,1.3425912,0.0056724064,0.0136016775,0.25825763,0.25258523,5.1491833,4.120123,3.2660956,1.9935592,0.053371403,1.5770229,8.6515,2.2103984,5.507774,1.9780495,3.7853315,3.293935,-3.7394505,-3.6032827,0.02608846,1.9173777,1.3444207,0.56045336,7.7041554,0.4159876,8.930263,1.4017301,24.940092,0.3681156,540.8289,0.37362498,1240.0367,0.25618243,-145.7915,-0.58463305,1606.7285,0.18613683,941.96344,0.44236612,-141.67719,-0.57715446,2601.8948,0.1422718,941.2792,0.5072087,-143.4762,-0.5514062,-13.883655,-0.7346089,24.26121,0.4624932,0.113201074,0.26383224,-0.021030765,-0.5838262,0.14507371,0.6314248,27.767056,0.5806954,4.9399314,2.7349489,6.0119214,3.2077837,-10.845417,-1.5705849,-0.7619351,7.468144,0.10525237,0.009477278,0.011047769,2.52809,1.7094017,0.18333334,0.10060925,0.3783333,0.44405016,-45.100925,3,1,sad
37.192787,0.10180547,36.15039,37.960236,40.047703,3.8973122,159.0071,137.36389,40.082905,14.655519,0.15424602,1.1747782,0.0010339657,0.08648131,0.314724,0.31369004,4.8457747,3.7842638,2.9578865,2.0326278,0.06445554,1.5367569,9.259646,1.8132404,-0.058894802,-193.76591,2.1118464,5.0283766,-4.1046205,-3.2669928,0.04460143,1.327974,1.6621184,0.7576975,6.291359,0.85381246,9.356884,1.2107389,21.664564,0.52019554,569.90393,0.41564044,1287.4976,0.2472537,-156.67657,-0.5099591,1586.1224,0.18841057,887.63324,0.3979752,-142.44342,-0.5880686,2643.3088,0.13340728,731.91095,0.35185713,-144.16006,-0.5631139,-12.235387,-0.76937765,20.96076,0.5099195,0.121963486,0.22506435,-0.020977192,-0.5538163,0.17756641,0.60534096,25.563595,0.6153131,-2.7207437,-5.3908405,-0.19001476,-80.92512,-14.6478,-1.105859,0.52987117,6.8570466,0.10854307,0.009103606,0.01902289,2.9023747,1.3368984,0.22799999,0.11989996,0.415,0.44116324,-44.656094,3,2,very sad
35.192657,0.05490138,33.613342,34.97666,37.124912,3.51157,79.47439,78.776634,16.013718,4.1017175,0.12320827,1.2350942,0.0010339657,0.019104077,0.26971832,0.26868436,3.2853222,2.2281916,2.3975294,2.0167208,0.040199973,1.5224177,12.614929,1.5826197,7.8821406,1.6243212,4.2576375,2.7884803,-0.33884847,-35.856064,0.011909937,1.134999,0.931071,0.67291266,8.384041,0.46594036,9.282897,1.1035228,26.606361,0.4253168,563.9834,0.30265254,1233.1711,0.19292511,-140.06488,-0.6336232,1640.2747,0.16381128,781.5086,0.4904255,-138.41824,-0.6025399,2663.3787,0.112932056,863.8462,0.4006435,-140.30519,-0.574477,-15.557879,-0.61350626,24.456463,0.4832428,0.13609275,0.2107949,-0.023489488,-0.4722632,0.101790704,0.62441677,30.312344,0.6385024,6.704042,2.4227593,6.082967,2.7459183,-8.597518,-1.633066,-5.603264,13.318753,0.10704256,0.012554984,0.013187441,2.5787966,1.4534885,0.22999999,0.1415627,0.3633333,0.42734322,-46.134388,3,1,sad
32.38608,0.13229862,31.499992,32.997185,35.713284,4.213291,284.84183,31.687035,35.742054,31.783619,0.13570845,1.334954,0.0044544227,0.035332587,0.23260501,0.22815059,4.30117,2.995512,2.9854157,1.7989936,0.049139045,1.5815966,13.530438,1.3925079,5.8468814,2.2618675,4.2432604,2.87677,-2.4654796,-5.060696,0.03503465,2.1887379,1.3616587,0.7697908,6.5681434,0.74418783,6.1652026,1.105285,24.138481,0.49375162,526.5173,0.30846038,1245.4939,0.18737598,-140.2138,-0.6245088,1596.0002,0.20992532,923.1708,0.48445895,-136.35701,-0.6173743,2627.3071,0.14028098,792.7993,0.45212466,-137.80647,-0.59583044,-15.372838,-0.6617034,24.198118,0.46739787,0.124467745,0.26004657,-0.025040902,-0.52226275,0.122029416,0.7429304,31.080359,0.49236444,6.6949024,2.8566418,7.290621,2.4994655,-10.578979,-1.3700349,-3.057857,11.020413,0.090781935,0.010076366,0.012189744,2.688172,1.6348774,0.21,0.078951456,0.3783333,0.43445048,-45.69022,1,1,neutral
35.529842,0.08683867,33.114044,36.801243,38.283573,5.169529,146.06917,110.56549,20.625725,10.189707,0.25900227,1.3780304,0.0022463845,0.025318723,0.51554394,0.51329756,6.630885,5.4545045,6.4936576,5.6745143,0.11598329,1.662056,10.2599,1.7787371,2.881911,5.0930586,4.486999,2.901282,-2.2234635,-7.693676,0.017004918,0.892184,1.1558316,0.7499671,6.1458993,0.80592126,8.794065,1.177908,19.647318,0.6209199,553.6164,0.43897903,1141.0043,0.25668055,-136.80478,-0.6663661,1630.0573,0.16433598,902.74445,0.5195193,-129.72542,-0.6824153,2652.148,0.11602559,976.37384,0.49183252,-130.4955,-0.6701624,-10.922995,-0.7685748,19.418026,0.52850163,0.12366037,0.20386726,-0.018999822,-0.62167794,0.28661108,0.7603888,24.912077,0.7165938,-2.9132593,-6.68993,6.4118834,2.9326084,-13.998907,-1.4854949,-2.9802754,10.1504345,0.093646094,0.0133327395,0.015739825,2.1857924,0.83102494,0.45666668,0.11115555,0.54249996,0.43996447,-38.046013,2,1,happy
40.907986,0.13971886,37.524612,40.90304,44.9212,7.3965874,32.091217,22.088242,37.81389,11.137282,0.5314157,1.4048558,0.013503116,0.1807424,1.0318259,1.0183228,19.147259,14.579627,15.423231,9.985559,0.36116314,1.6947856,6.978989,2.1978898,-2.5083416,-5.8245254,4.9792047,2.6560307,-4.85758,-3.7666228,0.023792896,1.2696993,1.1930343,0.69832844,6.854135,0.68187714,6.0348725,1.541047,13.002405,0.69596785,652.13416,0.43593943,1185.4971,0.26534092,-150.37575,-0.55177015,1685.7122,0.17935933,966.7839,0.6047898,-127.518715,-0.7025331,2770.9956,0.122729726,688.3103,0.5271253,-128.94295,-0.68033534,-7.1031437,-1.4272864,16.730236,0.5181128,0.098134324,0.502767,-0.013388757,-1.2825428,0.8725666,0.82993305,17.175901,0.9028239,-9.676491,-1.7706558,0.83364356,22.242401,-19.24353,-1.0460302,-0.1300897,8.276442,0.04612933,0.0037069602,0.03851198,2.247191,1.1396011,0.33499998,0.42594013,0.41599998,0.35069075,-28.822079,2,2,very happy
